acct primary site function,acct manufacturing model,acct target industry,contact/lead title,QAL ID,contact/lead id,next_stage__c,Priority,acct territory rollup,acct tier rollup,solution,solution_rollup,last tactic campaign channel,qal cohort date
Nutraceutical manufacturing,In-House,Pharma & BioTech,"IT Director, Enterprise Services and Architecture",a0dPQ000002b5Z4YAI,003PQ00000hbwcJYAQ,Recycled,Priority 2,APAC & Oceania,Medium,Mx,Mx,External Demand Gen,2024-12-23
Topical emulsion/cream,In-House,Pharma & BioTech,Director Quality Operation Consumer Health,a0dPQ000002b8ALYAY,003PQ00000hbwdmYAA,Exclude,Priority 2,APAC & Oceania,Medium,Mx,Mx,External Demand Gen,2024-12-23
Vaccines,In-House,Pharma & BioTech,"Global Head, Process Engineering (Recombinant and Gene Therapy Products)",a0dPQ000002b72zYAA,003PQ00000hbyinYAA,Recycled,Priority 2,APAC & Oceania,Medium,Mx,Mx,External Demand Gen,2024-12-23
Diagnostic Equipment,In-House,Medical Device,,a0dPQ000002aztRYAQ,003PQ00000hcdIwYAI,SQL,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2024-12-23
Vaccines,Research Institute,Blood & Biologics,Research,a0dPQ000002cIh7YAE,003PQ00000hdYaYYAU,Recycled,Priority 2,Americas,Small,Qx,Qx,Email,2024-12-28
Vaccines,Research Institute,Blood & Biologics,Research,a0dPQ0000045re5YAA,003PQ00000hdYaYYAU,Recycled,Priority 2,Americas,Small,Logbooks,Mx,Email,2025-04-03
,,Non-Life Science,"Director, IT Infrastructure",a0dPQ000002b74bYAA,003PQ00000hdcaxYAA,Recycled,Priority 2,APAC & Oceania,Large,Mx,Mx,External Demand Gen,2024-12-23
Non-manufacturing organization,CRO,Medical Device,,a0dPQ000009bRDlYAM,003PQ00000e9GBmYAM,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Direct/Inbound,2025-10-06
,,Medical Device,,a0dPQ000005ubrfYAA,003PQ00000e9JamYAE,Recycled,Priority 2,EMEA,Small,Qx,Qx,Email,2025-06-26
,,Medical Device,,a0dPQ00000C4DsjYAF,003PQ00000e9JamYAE,Recycled,Priority 2,EMEA,Small,Qx,Qx,Email,2025-11-10
In-vitro diagnostic (IVD) kits,In-House,Pharma & BioTech,Senior Regulatory Affairs Specialist,a0dPQ000002H8PpYAK,003PQ00000e9qa3YAA,Exclude,Priority 2,Americas,Medium,Qx,Qx,Directory Listing,2024-11-14
Non-manufacturing organization,Hospital Investigational Drug Unit,Pharma & BioTech,,a0dPQ000002H3jVYAS,003PQ00000eAl8HYAS,Exclude,Priority 2,Americas,Large,Qx,Qx,SEO,2024-11-14
,,Non-Life Science,,a0dPQ000002H8RRYA0,003PQ00000eB6CqYAK,Exclude,Priority 2,Americas,Large,Quality,Qx,SEO,2024-11-14
,,Pharma & BioTech,,a0dPQ000002b48LYAQ,003PQ00000hdskZYAQ,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2024-12-23
Non-manufacturing organization,Distribution / Wholesale,Medical Device,"Director, Quality Assurance",a0dPQ000002b60TYAQ,003PQ00000hf0ePYAQ,SQL,P1 - Video Demo,Americas,Small,Qx,Qx,Email,2024-12-23
Non-manufacturing organization,Software / Technology Development,Pharma & BioTech,,a0dPQ000002c9h3YAA,003PQ00000hgdiEYAQ,Recycled,P1 - Video Demo,EMEA,Large,Qx,Qx,Directory Listing,2024-12-27
Non-manufacturing organization,In-House,Medical Device,"Manager, Accreditation Oversight",a0dPQ000002H9AbYAK,003PQ00000eBHcoYAG,SQL,Priority 2,Americas,Medium,Qx,Qx,Online Ads,2024-11-15
Non-manufacturing organization,Services / Consulting,Pharma & BioTech,"Senior Manager, Financial Reporting",a0dPQ000002H8MbYAK,003PQ00000eBQjNYAW,Exclude,Priority 2,Americas,Large,Qx,Qx,SEO,2024-11-14
,,Pharma & BioTech,,a0dPQ000002trvOYAQ,003PQ00000eCOdpYAG,Exclude,Priority 2,Americas,Small,Qx,Qx,SEO,2025-01-24
Dental instruments,In-House,Medical Device,Individual Contributor,a0dPQ000002IIYPYA4,003PQ00000eCWLyYAO,Recycled,Priority 2,EMEA,Small,Qx,Qx,Email,2024-11-18
,,Non-Life Science,"Manager, Quality",a0dPQ000002HHEbYAO,003PQ00000eDb4MYAS,Recycled,Priority 1,EMEA,Medium,Qx,Qx,SEO,2024-11-15
Sterile injectables,CMO,Pharma & BioTech,,a0dPQ000002HHL3YAO,003PQ00000eDc3dYAC,Recycled,Priority 1,EMEA,Medium,Qx,Qx,Online Ads,2024-11-15
Tissue products,In-House,Pharma & BioTech,Ict System Engineer (Cloud Security),a0dPQ000002HHWLYA4,003PQ00000eDn0fYAC,Recycled,Priority 2,EMEA,Medium,Quality,Qx,SEO,2024-11-15
Specialty Chemical Manufacturing,In-House,Non-Life Science,Manufacturing and Quality Head,a0dPQ000002HOCrYAO,003PQ00000eE5nCYAS,SQL,Priority 1,EMEA,Small,Qx,Qx,Online Ads,2024-11-15
Monoclonal antibodies (mAbs),In-House,Pharma & BioTech,Junior Quality Assurance Specialist,a0dPQ000002HOnxYAG,003PQ00000eEZIDYA4,SQL,Priority 1,EMEA,Small,MISSING/BLANK,Qx,Direct/Inbound,2024-11-15
Non-manufacturing organization,Not Enough Info Found,Pharma & BioTech,Sample Coordinator,a0dPQ000002HX3FYAW,003PQ00000eErIOYA0,Recycled,Priority 2,Americas,Small,Qx,Qx,Online Ads,2024-11-15
,,Non-Life Science,Training Consulting,a0dPQ000001HnVBYA0,003PQ00000hipkPYAQ,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Online Ads,2024-07-23
,,Non-Life Science,Training Consulting,a0dPQ000002C205YAC,003PQ00000hipkPYAQ,Recycled,Priority 2,EMEA,Medium,Mx,Mx,Email,2024-11-07
,,Non-Life Science,Training Consulting,a0dPQ000003EctJYAS,003PQ00000hipkPYAQ,Recycled,Priority 2,EMEA,Medium,Platform,Qx,Email,2025-02-06
Non-manufacturing organization,In-House,Pharma & BioTech,Head of IT Engagement - Healthcare,a0dPQ0000036udlYAA,003PQ00000hiqhQYAQ,Recycled,Priority 2,APAC & Oceania,Small,Qx,Qx,External Demand Gen,2025-02-03
Oral solid dosage (OSD),In-House,Pharma & BioTech,Metrologist- QC,a0dPQ000002bk2kYAA,003PQ00000hivOVYAY,Recycled,P1 - Video Demo,Americas,Large,Qx,Qx,SEO,2024-12-26
Diagnostic Equipment,In-House,Medical Device,Quality Manager,a0dPQ000002m2XpYAI,003PQ00000hivQ4YAI,Recycled,Priority 2,EMEA,Medium,Mx,Mx,Email,2025-01-16
Not Enough Info Found,In-House,Medical Device,QA/RA Manager,a0dPQ000005QYSzYAO,003PQ00000hiwnYYAQ,Recycled,Priority 2,EMEA,Small,Qx,Qx,Email,2025-06-13
Drug discovery & development,Research Institute,Pharma & BioTech,,a0dPQ000002HV4fYAG,003PQ00000eErf5YAC,SQL,Priority 1,Americas,Medium,Qx,Qx,Online Ads,2024-11-15
Drug discovery & development,CRO,Pharma & BioTech,Senior Quality Assurance Manager,a0dPQ000002HXHlYAO,003PQ00000eFCjOYAW,SQL,Priority 1,Americas,Medium,Qx,Qx,Online Ads,2024-11-15
"Cell therapies (CAR-T, NK)",CDMO,Medical Device,Project Manager II,a0dPQ00000AdPIXYA3,003PQ00000eG6aHYAS,Recycled,P1 - Webinar Demo,Americas,Large,Qx,Qx,Email,2025-10-23
Non-manufacturing organization,Research Institute,Medical Device,,a0dPQ000002LWrlYAG,003PQ00000eG79lYAC,Recycled,Priority 2,Americas,Large,Qx,Qx,Email,2024-11-21
Non-manufacturing organization,Research Institute,Medical Device,,a0dPQ000002UuObYAK,003PQ00000eG79lYAC,Recycled,P1 - Webinar Demo,Americas,Large,Qx,Qx,Email,2024-12-10
,,Pharma & BioTech,Process Plant Manager,a0dPQ000002dyROYAY,003PQ00000eGaGgYAK,Recycled,No Priority,Americas,Medium,MISSING/BLANK,Qx,Outbound Prospecting,2025-01-02
Not Enough Info Found,Original Equipment Manufacturing,Non-Life Science,,a0dPQ000002Hi3VYAS,003PQ00000eGdJWYA0,Exclude,P1 - Video Demo,Americas,Medium,Qx,Qx,Directory Listing,2024-11-15
,,Medical Device,,a0dPQ000002c9kHYAQ,003PQ00000hlZ4nYAE,Recycled,P1 - Contact Us,EMEA,Small,Qx,Qx,Directory Listing,2024-12-27
Not Enough Info Found,In-House,Non-Life Science,"Manager, Value Stream",a0dPQ000002Io21YAC,003PQ00000eKUJ6YAO,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,SEO,2024-11-18
,,Pharma & BioTech,,a0dPQ000002IIRxYAO,003PQ00000eKbXdYAK,Recycled,P1 - Video Demo,EMEA,Medium,Qx,Qx,Online Ads,2024-11-18
,,Non-Life Science,,a0dPQ000002IEbFYAW,003PQ00000eN5PlYAK,Exclude,P1 - Contact Us,APAC & Oceania,Small,Mx,Mx,Directory Listing,2024-11-18
,,Medical Device,Commercial Diver,a0dPQ000002IEcrYAG,003PQ00000eN9LKYA0,Recycled,P1 - Video Demo,APAC & Oceania,Small,Qx,Qx,Directory Listing,2024-11-18
,,Non-Life Science,,a0dPQ000002J5vhYAC,003PQ00000eNoDCYA0,Exclude,P1 - Webinar Demo,APAC & Oceania,Small,Mx,Mx,SEO,2024-11-19
Patient monitoring systems,Software / Technology Development,Medical Device,Data Analyst,a0dPQ000002IPlBYAW,003PQ00000eOl1zYAC,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Direct/Inbound,2024-11-18
,,Non-Life Science,,a0dPQ000002chM9YAI,003PQ00000hoCuuYAE,Recycled,P1 - Contact Us,APAC & Oceania,Medium,Mx,Mx,Online Ads,2024-12-30
,,Non-Life Science,,a0dPQ000002dCZdYAM,003PQ00000hpJsfYAE,Recycled,Priority 2,APAC & Oceania,Large,Mx,Mx,Online Ads,2024-12-31
Non-manufacturing organization,Hospital Investigational Drug Unit,Pharma & BioTech,Precision health advisor at the Institutional Mother-Child Biobank,a0dPQ000002bu6vYAA,003PQ00000hsMKkYAM,Recycled,Priority 2,Americas,Medium,Qx,Qx,SEO,2024-12-26
Not Enough Info Found,In-House,Non-Life Science,,a0dPQ000002c5bpYAA,003PQ00000htb1QYAQ,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,SEO,2024-12-27
Drug discovery & development,In-House,Pharma & BioTech,Chief Strategy Officer,a0dPQ000002OY5pYAG,003PQ00000eQ3wFYAS,Recycled,No Priority,Americas,Small,MISSING/BLANK,Qx,Outbound Prospecting,2024-11-27
,,Pharma & BioTech,,a0dPQ000002IyKjYAK,003PQ00000eQGGcYAO,Recycled,P1 - Contact Us,APAC & Oceania,Small,Mx,Mx,Online Ads,2024-11-18
,,Non-Life Science,Lifecycle Manager,a0dPQ000002cCtRYAU,003PQ00000hu55uYAA,Recycled,Priority 2,EMEA,Medium,Mx,Mx,Online Ads,2024-12-27
Oral solid dosage (OSD),In-House,Pharma & BioTech,,a0dPQ000002dCbFYAU,003PQ00000huiu3YAA,Recycled,Priority 2,APAC & Oceania,Large,Qx,Qx,Direct/Inbound,2024-12-31
Oral solid dosage (OSD),In-House,Pharma & BioTech,,a0dPQ0000038yOqYAI,003PQ00000huiu3YAA,Recycled,Priority 2,APAC & Oceania,Large,Qx,Qx,Email,2025-02-04
Oral solid dosage (OSD),In-House,Pharma & BioTech,,a0dPQ0000042kUHYAY,003PQ00000huiu3YAA,Recycled,Priority 2,APAC & Oceania,Large,Mx,Mx,SEO,2025-03-31
,,Non-Life Science,,a0dPQ000002chafYAA,003PQ00000hvklJYAQ,Recycled,P1 - Video Demo,APAC & Oceania,Medium,Qx,Qx,Direct/Inbound,2024-12-30
Sterile injectables,In-House,Pharma & BioTech,Quality Assurance Analyst,a0dPQ000002drbBYAQ,003PQ00000hvzE6YAI,Recycled,P1 - Contact Us,EMEA,Medium,Qx,Qx,Online Ads,2025-01-02
,,Non-Life Science,,a0dPQ000002ctn7YAA,003PQ00000i0b0lYAA,Exclude,P1 - Live Demo,Americas,Small,Qx,Qx,Online Ads,2024-12-30
,,Non-Life Science,Data Engineering Lead,a0dPQ000002d1azYAA,003PQ00000i2oFeYAI,Exclude,Priority 2,Americas,Small,Qx,Qx,SEO,2024-12-30
,,Pharma & BioTech,Medical operation,a0dPQ000002IGrZYAW,003PQ00000eQnSrYAK,Recycled,P1 - Video Demo,APAC & Oceania,Medium,Qx,Qx,SEO,2024-11-18
,,Non-Life Science,,a0dPQ000002IRv3YAG,003PQ00000eRhElYAK,Recycled,Priority 2,EMEA,Medium,Quality,Qx,SEO,2024-11-18
,,Non-Life Science,,a0dPQ000002IRILYA4,003PQ00000eS4w8YAC,Recycled,Priority 2,EMEA,Small,Mx,Mx,Direct/Inbound,2024-11-18
Small-molecule API,In-House,Pharma & BioTech,,a0dPQ000002J5xJYAS,003PQ00000eSkdbYAC,Recycled,Priority 2,APAC & Oceania,Large,Platform,Qx,Email,2024-11-19
In-vitro diagnostic (IVD) kits,Testing Laboratory,Medical Device,Quality Assurance Specialist,a0dPQ000002LHCoYAO,003PQ00000eT9fNYAS,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,SEO,2024-11-21
,,Non-Life Science,Head of Information Technology and Learning,a0dPQ000002dBdaYAE,003PQ00000i6rl3YAA,SQL,P1 - Contact Us,APAC & Oceania,Medium,MISSING/BLANK,Qx,Direct/Inbound,2024-12-31
,,Non-Life Science,"Operations Director, Agile",a0dPQ000002fUH8YAM,003PQ00000i97FTYAY,Recycled,Priority 2,Americas,Medium,Qx,Qx,Direct/Inbound,2025-01-06
Radiopharmaceuticals,CMO,Pharma & BioTech,,a0dPQ000002cyGYYAY,003PQ00000i9wGLYAY,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2024-12-30
,,Non-Life Science,Process Engineer,a0dPQ000002IyCfYAK,003PQ00000eVvnnYAC,Recycled,Priority 2,Americas,Medium,Mx,Mx,Events,2024-11-18
,,Non-Life Science,Process Engineer,a0dPQ000002qV09YAE,003PQ00000eVvnnYAC,Recycled,Priority 2,Americas,Medium,Mx,Mx,Email,2025-01-21
,,Non-Life Science,People & Culture Lead,a0dPQ000002d7GbYAI,003PQ00000iBMa9YAG,Recycled,Priority 2,Americas,Medium,Qx,Qx,Online Ads,2024-12-30
,,Non-Life Science,"Director, Product Management",a0dPQ000002dwHVYAY,003PQ00000iCa9dYAC,Recycled,Priority 2,Americas,Small,Qx,Qx,Email,2025-01-02
Not Enough Info Found,Not Enough Info Found,Pharma & BioTech,,a0dPQ000002eDobYAE,003PQ00000iDaM5YAK,Recycled,P1 - Webinar Demo,Americas,Large,Mx,Mx,SEO,2025-01-02
Single-use disposables,CDMO,Medical Device,Quality Coordinator,a0dPQ000002dOhFYAU,003PQ00000iDu34YAC,Recycled,Priority 2,Americas,Medium,Qx,Qx,SEO,2024-12-31
Single-use disposables,CDMO,Medical Device,Quality Coordinator,a0dPQ0000041nvdYAA,003PQ00000iDu34YAC,Recycled,Priority 2,Americas,Medium,Qx,Qx,SEO,2025-03-28
,,Non-Life Science,Account Manager,a0dPQ000002dTfJYAU,003PQ00000iFTQdYAO,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2024-12-31
,,Pharma & BioTech,"Director, Compliance",a0dPQ000002IwIvYAK,003PQ00000eWHy8YAG,Recycled,Priority 2,Americas,Medium,Qx,Qx,Online Ads,2024-11-18
,,Non-Life Science,,a0dPQ000002JJ0zYAG,003PQ00000eX00bYAC,Recycled,Priority 2,Americas,Large,Qx,Qx,Online Ads,2024-11-19
,,Medical Device,,a0dPQ000002J2JVYA0,003PQ00000eXWlFYAW,Recycled,P1 - Video Demo,APAC & Oceania,Small,Qx,Qx,Online Ads,2024-11-19
Not Enough Info Found,In-House,Non-Life Science,Senior Project HSE Advisor,a0dPQ000002QzujYAC,003PQ00000eXYdQYAW,Won,P1 - Contact Us,APAC & Oceania,Medium,MISSING/BLANK,Qx,SEO,2024-12-03
Diagnostic Equipment,In-House,Medical Device,Vice President Manufacturing Operations,a0dPQ000002JmRBYA0,003PQ00000eXx3tYAC,Recycled,Priority 2,Americas,Medium,Platform,Qx,External Demand Gen,2024-11-19
Non-manufacturing organization,Not Enough Info Found,Pharma & BioTech,"Regional Director, Operations",a0dPQ000002J5qrYAC,003PQ00000eXx5VYAS,Recycled,Priority 2,Americas,Medium,Platform,Qx,External Demand Gen,2024-11-19
,,Pharma & BioTech,The Private Equity Team Partner,a0dPQ000002JAwzYAG,003PQ00000eYS3MYAW,Recycled,P1 - Video Demo,EMEA,Medium,Qx,Qx,Online Ads,2024-11-19
Small-molecule API,In-House,Pharma & BioTech,,a0dPQ000002K3S1YAK,003PQ00000eaNqXYAU,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Email,2024-11-20
Drug discovery & development,Research Institute,Pharma & BioTech,"Manager, Regulatory Affairs",a0dPQ000002dUt7YAE,003PQ00000iFp0uYAC,SQL,P1 - Contact Us,Americas,Small,Qx,Qx,Online Ads,2024-12-31
,,Non-Life Science,Private Equity Associate,a0dPQ000002dzKDYAY,003PQ00000iHguNYAS,Recycled,Priority 2,Americas,Medium,Qx,Qx,Online Ads,2025-01-02
Oral solid dosage (OSD),In-House,Pharma & BioTech,Quality Leade,a0dPQ000002deyvYAA,003PQ00000iIF15YAG,SQL,P1 - Contact Us,APAC & Oceania,Medium,Quality,Qx,Direct/Inbound,2025-01-01
Sterile injectables,In-House,Medical Device,Regional Quality Manager North America,a0dPQ000002e5uHYAQ,003PQ00000iKKFlYAO,SQO,P1 - Contact Us,Americas,Large,Mx,Mx,Online Ads,2025-01-02
Not Enough Info Found,In-House,Non-Life Science,"Manager, Quality Assurance",a0dPQ000002eMNFYA2,003PQ00000iLBiIYAW,SQL,P1 - Video Demo,EMEA,Medium,Qx,Qx,SEO,2025-01-03
Not Enough Info Found,In-House,Non-Life Science,"Manager, Quality Assurance",a0dPQ000008lH41YAE,003PQ00000iLBiIYAW,Recycled,P1 - Video Demo,EMEA,Medium,Qx,Qx,Direct/Inbound,2025-09-15
Small-molecule API,In-House,Pharma & BioTech,,a0dPQ000003nuXBYAY,003PQ00000eaNqXYAU,Recycled,Priority 2,EMEA,Medium,Mx,Mx,External Demand Gen,2025-03-05
Food and beverage,In-House,Non-Life Science,FSQ Corporate Lab Programs Manager,a0dPQ000002JappYAC,003PQ00000eaPYsYAM,Recycled,Priority 2,Americas,Medium,Qx,Qx,Online Ads,2024-11-19
Food and beverage,In-House,Non-Life Science,FSQ Corporate Lab Programs Manager,a0dPQ000008WMqPYAW,003PQ00000eaPYsYAM,Recycled,Priority 2,Americas,Medium,Qx,Qx,Email,2025-09-08
Non-manufacturing organization,Distribution / Wholesale,Pharma & BioTech,"Director, Quality & Compliance",a0dPQ000002JY3FYAW,003PQ00000eafRHYAY,SQL,P1 - Contact Us,Americas,Medium,Qx,Qx,Online Ads,2024-11-19
Gene therapies,CDMO,Pharma & BioTech,Associate Director of Research & Development,a0dPQ000002JawHYAS,003PQ00000ebR74YAE,SQL,P1 - Contact Us,Americas,Small,Qx,Qx,Directory Listing,2024-11-19
,,Non-Life Science,"Director, Client",a0dPQ000003fAkrYAE,003PQ00000ebSRJYA2,Recycled,Priority 2,Americas,Small,Quality,Qx,Email,2025-02-24
,,Non-Life Science,Product Manager,a0dPQ000003fTdpYAE,003PQ00000ebSr7YAE,Recycled,Priority 2,Americas,Large,Qx,Qx,Email,2025-02-24
Not Enough Info Found,In-House,Non-Life Science,"Director, Product Innovation",a0dPQ000002f8lFYAQ,003PQ00000iMic9YAC,SQL,P1 - Website Pricing,EMEA,Medium,Qx,Qx,Online Ads,2025-01-06
,,Pharma & BioTech,,a0dPQ000002drmUYAQ,003PQ00000iMlN7YAK,Recycled,P1 - Video Demo,EMEA,Small,Qx,Qx,SEO,2025-01-02
,,Non-Life Science,,a0dPQ000002dvQHYAY,003PQ00000iN7fNYAS,Recycled,P1 - Webinar Demo,EMEA,Medium,Mx,Mx,SEO,2025-01-02
Oral solid dosage (OSD),In-House,Medical Device,"Executive Director, Information Security",a0dPQ000002e2gHYAQ,003PQ00000iNhuAYAS,Recycled,Priority 2,Americas,Medium,Quality,Qx,SEO,2025-01-02
Implantable devices,In-House,Medical Device,"Vice President, Quality",a0dPQ000002dzGzYAI,003PQ00000iNtqTYAS,SQL,P1 - Contact Us,EMEA,Small,Qx,Qx,Online Ads,2025-01-02
Non-manufacturing organization,Software / Technology Development,Non-Life Science,,a0dPQ000002eDlNYAU,003PQ00000iOCWYYA4,Recycled,P1 - Video Demo,APAC & Oceania,Large,Qx,Qx,Online Ads,2025-01-02
"Cell therapies (CAR-T, NK)",CDMO,Pharma & BioTech,Head of Commercial Operations,a0dPQ000002eAkIYAU,003PQ00000iOHRNYA4,Recycled,Priority 2,APAC & Oceania,Medium,Mx,Mx,External Demand Gen,2025-01-02
,,Pharma & BioTech,Quality and Environmental Manager,a0dPQ000003295WYAQ,003PQ00000iOOJOYA4,Recycled,Priority 2,EMEA,Medium,Quality,Qx,Email,2025-01-31
Small-molecule API,In-House,Pharma & BioTech,Senior Global Project Manager,a0dPQ000002K3TdYAK,003PQ00000edPUUYA2,Recycled,Priority 2,EMEA,Large,Mx,Mx,Online Ads,2024-11-20
Vaccines,In-House,Pharma & BioTech,Director ERP,a0dPQ000006a3APYAY,003PQ00000edQjpYAE,Recycled,Priority 2,Americas,Medium,Mx,Mx,External Demand Gen,2025-07-15
Non-manufacturing organization,CDMO,Medical Device,Director of Quality,a0dPQ000002JsI5YAK,003PQ00000edVD1YAM,SQL,P1 - Website Pricing,Americas,Medium,Qx,Qx,Online Ads,2024-11-19
,,Non-Life Science,Quality Systems Manager,a0dPQ000002L8ELYA0,003PQ00000edWNaYAM,Recycled,P1 - Video Demo,EMEA,Medium,Qx,Qx,SEO,2024-11-21
,,Non-Life Science,Quality Systems Manager,a0dPQ000003x8CjYAI,003PQ00000edWNaYAM,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Email,2025-03-20
,,Non-Life Science,,a0dPQ000002K7iXYAS,003PQ00000edapbYAA,Recycled,P1 - Video Demo,Americas,Small,Qx,Qx,Directory Listing,2024-11-20
,,Pharma & BioTech,,a0dPQ000002KUonYAG,003PQ00000edbggYAA,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2024-11-20
Specialty Chemical Manufacturing,In-House,Non-Life Science,Reliability/Mechanical/Rotating Equipment/Metallurgical Lab Specialist,a0dPQ000002K89xYAC,003PQ00000edyDPYAY,Recycled,P1 - Contact Us,Americas,Large,Mx,Mx,Online Ads,2024-11-20
Non-manufacturing organization,Testing Laboratory,Non-Life Science,"Senior Manager, Quality",a0dPQ000006gz6uYAA,003PQ00000iPNg4YAG,Recycled,P1 - Webinar Demo,Americas,Medium,Mx,Mx,Email,2025-07-17
,,Pharma & BioTech,Senior Quality Assurance Specialist,a0dPQ000002eN81YAE,003PQ00000iPeaTYAS,Exclude,Priority 2,Americas,Medium,Mx,Mx,Online Ads,2025-01-03
Food and beverage,CMO,Pharma & BioTech,Chief Executive Officer,a0dPQ000002fNNhYAM,003PQ00000iQvm5YAC,Recycled,No Priority,Americas,Small,MISSING/BLANK,Qx,Outbound Prospecting,2025-01-06
,,Non-Life Science,QA Inspector,a0dPQ000002LftRYAS,003PQ00000ef8PnYAI,Recycled,P1 - Video Demo,APAC & Oceania,Medium,Qx,Qx,SEO,2024-11-22
Non-manufacturing organization,Distribution / Wholesale,Pharma & BioTech,Superintendent Pharmacist and Head of Regulatory,a0dPQ000002KAtKYAW,003PQ00000egBL5YAM,SQL,P1 - Contact Us,EMEA,Medium,Qx,Qx,Directory Listing,2024-11-20
,,Non-Life Science,Industrial Engineer,a0dPQ000002KLf3YAG,003PQ00000eh3TRYAY,Recycled,P1 - Website Pricing,Americas,Small,MISSING/BLANK,Qx,Direct/Inbound,2024-11-20
,,Non-Life Science,,a0dPQ000002KMHlYAO,003PQ00000ehC8XYAU,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Directory Listing,2024-11-20
Non-manufacturing organization,Services / Consulting,Non-Life Science,Forensic Laboratory Supervisor,a0dPQ000002KTMTYA4,003PQ00000ehR2lYAE,Recycled,P1 - Contact Us,Americas,Medium,Quality,Qx,SEO,2024-11-20
,,Non-Life Science,"Manager, Technical Operations Contracts & Compliance",a0dPQ000002eKenYAE,003PQ00000iSi3CYAS,Recycled,P1 - Contact Us,EMEA,Medium,MISSING/BLANK,Qx,Direct/Inbound,2025-01-03
Wearable health monitors,Not Enough Info Found,Medical Device,"Manager, Quality & Compliance",a0dPQ000002eLnlYAE,003PQ00000iSsTyYAK,SQL,P1 - Contact Us,EMEA,Small,Quality,Qx,SEO,2025-01-03
,,Non-Life Science,,a0dPQ000002f8oTYAQ,003PQ00000iT6K3YAK,Recycled,P1 - Video Demo,EMEA,Small,Qx,Qx,Online Ads,2025-01-06
,,Non-Life Science,,a0dPQ000002eSXVYA2,003PQ00000iTZaYYAW,Exclude,P1 - Contact Us,Americas,Small,Supplier,Qx,Direct/Inbound,2025-01-03
,,Non-Life Science,,a0dPQ000002KV9lYAG,003PQ00000eiMPBYA2,Recycled,P1 - Video Demo,Americas,Small,Qx,Qx,Directory Listing,2024-11-20
Dental instruments,In-House,Medical Device,,a0dPQ000002KfvVYAS,003PQ00000eiMtzYAE,Recycled,Priority 2,Americas,Small,Qx,Qx,SEO,2024-11-20
Lab Instruments,In-House,Pharma & BioTech,Chief Operating Officer,a0dPQ000002Kug1YAC,003PQ00000ejnWzYAI,SQL,P1 - Website Pricing,EMEA,Small,MISSING/BLANK,Qx,SEO,2024-11-21
Drug discovery & development,Outsources Manufacturing,Pharma & BioTech,"Manager, Operations",a0dPQ000005Z9n9YAC,003PQ00000iV8ckYAC,Recycled,Priority 2,Americas,Medium,Mx,Mx,External Demand Gen,2025-06-17
,,Pharma & BioTech,,a0dPQ000002ebEDYAY,003PQ00000iVS0KYAW,Exclude,P1 - Video Demo,Americas,Large,Qx,Qx,Online Ads,2025-01-03
"Cell therapies (CAR-T, NK)",In-House,Pharma & BioTech,"Director, Biometrics",a0dPQ000002KidFYAS,003PQ00000ek24cYAA,Recycled,P1 - Contact Us,Americas,Small,Qx,Qx,Directory Listing,2024-11-20
Wound Care,In-House,Blood & Biologics,Director | Founder,a0dPQ000002KnLBYA0,003PQ00000ekVJmYAM,SQL,P1 - Contact Us,APAC & Oceania,Small,Quality,Qx,SEO,2024-11-21
Blood and Plasma-related products,In-House,Blood & Biologics,Project Manager,a0dPQ000002KoE2YAK,003PQ00000ekseJYAQ,Recycled,Priority 2,APAC & Oceania,Medium,Mx,Mx,Email,2024-11-21
Blood and Plasma-related products,In-House,Blood & Biologics,Optimisation Manufacturing & Logistics Coordinator,a0dPQ000002Lg1VYAS,003PQ00000ekxneYAA,Recycled,P1 - Webinar Demo,APAC & Oceania,Medium,Mx,Mx,Email,2024-11-22
